cgpa,python,communication,projects,internships,interest,career
7.27,7,10,9,0,Cloud,Cloud Engineer
7.1,3,7,3,4,Data Science,Data Scientist
9.1,1,9,1,2,Web,Web Developer
7.39,1,6,2,1,Cloud,Cloud Engineer
6.61,10,1,8,3,AI,AI Engineer
6.95,6,9,9,0,Cloud,Cloud Engineer
7.65,6,10,1,2,Cyber,Cyber Security
9.28,9,10,9,1,AI,AI Engineer
8.76,6,6,4,1,Web,Web Developer
9.93,1,9,8,1,Cloud,Cloud Engineer
9.4,2,1,7,2,AI,AI Engineer
7.81,5,9,9,2,Cloud,Cloud Engineer
9.4,9,2,0,2,Data Science,Data Scientist
7.84,5,5,9,4,AI,AI Engineer
6.48,10,5,3,4,Cloud,Cloud Engineer
9.45,6,6,6,2,Cyber,Cyber Security
5.9,10,3,7,4,Cyber,Cyber Security
7.87,4,9,3,4,Cloud,Cloud Engineer
9.04,3,6,10,1,Web,Web Developer
9.47,1,3,0,1,Data Science,Data Scientist
7.88,8,10,2,4,Cyber,Cyber Security
8.37,7,2,6,0,Cloud,Cloud Engineer
7.01,1,1,10,0,Cloud,Cloud Engineer
5.63,5,5,9,4,AI,AI Engineer
8.54,8,3,6,5,Web,Web Developer
7.82,5,9,8,0,Data Science,Data Scientist
8.63,5,3,4,3,AI,AI Engineer
7.64,3,1,3,2,AI,AI Engineer
6.12,9,4,9,5,Data Science,Data Scientist
8.79,1,10,4,1,Web,Web Developer
5.74,4,6,6,0,Data Science,Data Scientist
8.11,7,3,2,2,AI,AI Engineer
6.77,6,3,10,1,Cyber,Cyber Security
9.11,2,4,5,2,Data Science,Data Scientist
7.28,5,2,10,2,AI,AI Engineer
6.95,4,7,5,4,Cyber,Cyber Security
7.5,4,10,2,4,Data Science,Data Scientist
8.29,1,2,5,0,AI,AI Engineer
5.63,7,8,8,5,Web,Web Developer
7.1,3,1,5,5,Web,Web Developer
7.87,9,6,3,0,Data Science,Data Scientist
8.39,3,6,1,2,AI,AI Engineer
7.61,7,10,7,4,Cyber,Cyber Security
8.86,1,2,7,5,Data Science,Data Scientist
9.04,9,5,1,3,Web,Web Developer
7.43,2,3,1,3,Web,Web Developer
8.75,6,1,2,0,Cyber,Cyber Security
6.06,10,3,8,5,Cloud,Cloud Engineer
8.81,8,5,6,4,Cloud,Cloud Engineer
7.29,5,2,8,0,Cyber,Cyber Security
8.32,7,5,5,5,AI,AI Engineer
6.13,2,6,5,0,Cloud,Cloud Engineer
8.18,4,10,4,4,Cloud,Cloud Engineer
7.52,6,6,2,4,Web,Web Developer
9.61,3,9,9,5,Cloud,Cloud Engineer
6.83,8,10,9,1,Data Science,Data Scientist
7.86,2,3,3,3,Web,Web Developer
9.55,2,1,4,1,Cloud,Cloud Engineer
8.97,7,3,10,2,Cloud,Cloud Engineer
6.44,1,5,2,5,Cloud,Cloud Engineer
8.06,10,8,3,5,Cyber,Cyber Security
6.86,2,6,3,1,AI,AI Engineer
6.98,6,10,5,2,Cloud,Cloud Engineer
8.32,6,8,1,2,Cyber,Cyber Security
5.87,8,1,10,1,Cloud,Cloud Engineer
8.83,6,5,8,3,AI,AI Engineer
9.51,1,3,1,1,Cyber,Cyber Security
7.7,9,1,5,2,Cyber,Cyber Security
9.82,5,7,9,5,Cyber,Cyber Security
8.09,3,4,7,3,Data Science,Data Scientist
8.47,4,1,2,3,AI,AI Engineer
6.85,2,10,8,5,Cyber,Cyber Security
9.35,8,3,8,4,AI,AI Engineer
6.12,5,8,5,1,Cloud,Cloud Engineer
8.21,4,8,4,0,Data Science,Data Scientist
8.47,6,6,9,0,Web,Web Developer
7.68,10,10,7,5,AI,AI Engineer
6.38,4,3,8,3,Data Science,Data Scientist
8.26,3,7,5,5,Data Science,Data Scientist
7.56,8,9,6,3,Cyber,Cyber Security
9.64,1,9,6,4,Cloud,Cloud Engineer
6.08,8,9,5,2,Cloud,Cloud Engineer
7.51,3,4,8,0,Cyber,Cyber Security
8.01,6,1,10,2,Cyber,Cyber Security
6.27,6,10,5,5,Cyber,Cyber Security
6.64,3,4,1,3,AI,AI Engineer
6.02,6,8,2,4,Web,Web Developer
9.4,3,6,10,0,Cloud,Cloud Engineer
6.76,3,8,7,4,Cyber,Cyber Security
7.85,7,1,10,0,AI,AI Engineer
6.49,2,3,7,2,Data Science,Data Scientist
5.66,1,6,1,5,AI,AI Engineer
9.28,8,1,6,4,AI,AI Engineer
5.58,6,2,6,0,Web,Web Developer
9.7,2,2,7,4,AI,AI Engineer
6.53,8,4,10,4,AI,AI Engineer
6.34,3,1,8,3,Cyber,Cyber Security
6.45,6,6,1,4,Data Science,Data Scientist
8.29,7,3,8,4,Data Science,Data Scientist
8.42,6,4,4,5,Data Science,Data Scientist
5.55,10,4,4,5,AI,AI Engineer
9.7,9,5,8,1,Cyber,Cyber Security
9.34,5,8,9,2,Web,Web Developer
9.53,6,2,0,0,Web,Web Developer
6.6,1,10,4,0,Web,Web Developer
7.13,9,5,8,3,AI,AI Engineer
9.38,10,10,1,5,Cloud,Cloud Engineer
5.54,3,2,0,3,Data Science,Data Scientist
6.8,4,5,3,5,AI,AI Engineer
6.95,5,5,6,0,Web,Web Developer
6.77,3,4,3,5,Cloud,Cloud Engineer
7.73,9,6,4,3,Data Science,Data Scientist
9.83,8,8,9,1,Web,Web Developer
6.35,6,7,2,4,Cyber,Cyber Security
8.85,4,4,0,4,Cyber,Cyber Security
6.97,7,5,2,1,AI,AI Engineer
9.65,10,3,8,0,AI,AI Engineer
6.06,4,9,9,0,Data Science,Data Scientist
5.54,5,8,9,3,Cyber,Cyber Security
9.43,8,2,9,2,Cloud,Cloud Engineer
7.8,7,1,4,0,Web,Web Developer
6.76,5,9,0,2,Data Science,Data Scientist
9.22,9,1,8,1,Cyber,Cyber Security
9.81,5,1,4,1,Cloud,Cloud Engineer
8.41,7,1,10,1,Web,Web Developer
5.91,9,10,6,5,AI,AI Engineer
6.18,3,1,1,1,Data Science,Data Scientist
8.81,7,10,8,1,Cyber,Cyber Security
7.55,1,5,1,3,Cloud,Cloud Engineer
7.8,1,7,2,0,Cloud,Cloud Engineer
9.54,2,4,4,0,Cyber,Cyber Security
7.76,7,4,5,0,Data Science,Data Scientist
7.18,1,2,5,0,Cyber,Cyber Security
7.01,4,5,10,2,Cloud,Cloud Engineer
9.59,10,3,4,2,Web,Web Developer
7.12,10,8,6,5,Cloud,Cloud Engineer
5.64,9,1,8,3,Web,Web Developer
6.96,8,6,2,0,AI,AI Engineer
8.24,4,4,9,0,AI,AI Engineer
8.54,9,2,7,4,AI,AI Engineer
9.21,9,6,2,0,Data Science,Data Scientist
7.99,5,3,4,0,Web,Web Developer
9.72,10,8,7,2,Cyber,Cyber Security
5.77,10,5,5,0,Data Science,Data Scientist
8.98,1,1,1,4,Web,Web Developer
5.58,8,6,6,1,Cloud,Cloud Engineer
7.98,6,4,9,2,Cloud,Cloud Engineer
8.16,1,7,1,3,Cloud,Cloud Engineer
6.53,5,9,6,3,AI,AI Engineer
8.91,5,5,10,0,Web,Web Developer
8.78,2,7,10,4,Cloud,Cloud Engineer
9.4,6,6,7,3,Data Science,Data Scientist
9.25,8,4,9,3,Cloud,Cloud Engineer
9.62,7,10,2,3,Data Science,Data Scientist
8.62,6,2,9,0,AI,AI Engineer
9.08,8,8,7,0,Cyber,Cyber Security
6.57,6,9,1,1,Cloud,Cloud Engineer
7.83,3,5,9,4,Cyber,Cyber Security
9.33,10,3,4,4,AI,AI Engineer
6.51,5,2,10,0,AI,AI Engineer
6.42,5,8,10,3,Cyber,Cyber Security
7.17,9,3,4,2,Web,Web Developer
5.89,7,8,8,1,AI,AI Engineer
9.79,6,1,8,2,Cloud,Cloud Engineer
5.8,5,1,5,4,Cyber,Cyber Security
6.34,7,2,6,3,Cyber,Cyber Security
6.2,1,3,3,0,Web,Web Developer
9.41,5,9,5,4,AI,AI Engineer
7.13,8,5,6,1,Web,Web Developer
8.06,8,6,3,0,Cloud,Cloud Engineer
8.2,9,9,5,0,Cyber,Cyber Security
8.5,7,9,3,2,Cloud,Cloud Engineer
5.93,9,9,1,4,Cloud,Cloud Engineer
8.33,2,5,2,5,Cloud,Cloud Engineer
9.21,4,2,2,2,Data Science,Data Scientist
9.64,3,8,7,3,AI,AI Engineer
8.5,8,9,1,1,Cyber,Cyber Security
8.34,5,4,3,5,Data Science,Data Scientist
6.15,9,9,0,4,Web,Web Developer
6.85,5,2,5,5,Web,Web Developer
6.58,3,8,5,5,Data Science,Data Scientist
6.84,2,10,10,5,Cyber,Cyber Security
9.57,6,6,8,2,Web,Web Developer
7.73,9,2,7,3,Web,Web Developer
7.09,9,2,3,4,Cyber,Cyber Security
5.94,8,4,7,0,Web,Web Developer
7.21,8,2,4,4,Cloud,Cloud Engineer
7.54,2,2,6,2,Web,Web Developer
7.18,5,10,10,4,AI,AI Engineer
5.81,9,1,10,0,AI,AI Engineer
6.31,4,4,0,1,AI,AI Engineer
7.87,9,1,1,1,Web,Web Developer
5.87,6,2,0,5,Web,Web Developer
6.59,7,9,1,3,Web,Web Developer
8.05,2,2,3,2,Web,Web Developer
9.21,10,5,7,1,AI,AI Engineer
8.09,9,8,3,4,Data Science,Data Scientist
5.53,5,8,7,5,Cloud,Cloud Engineer
8.07,3,3,3,0,Data Science,Data Scientist
8.5,9,8,2,3,Cloud,Cloud Engineer
9.26,3,8,3,3,AI,AI Engineer
9.94,5,8,5,1,Web,Web Developer
8.0,6,5,9,3,Web,Web Developer
9.81,1,4,6,1,Cloud,Cloud Engineer
6.14,10,4,10,0,AI,AI Engineer
6.68,1,7,0,0,Cloud,Cloud Engineer
6.94,6,10,1,0,AI,AI Engineer
9.23,10,1,7,4,AI,AI Engineer
6.83,6,1,10,1,Data Science,Data Scientist
5.6,8,6,3,2,Cloud,Cloud Engineer
8.55,2,2,8,4,Cyber,Cyber Security
6.75,1,10,5,1,Web,Web Developer
8.92,9,7,3,1,Cloud,Cloud Engineer
6.07,4,2,10,4,Web,Web Developer
7.31,10,5,5,5,Cloud,Cloud Engineer
9.78,7,5,4,2,AI,AI Engineer
8.38,1,9,5,3,Cyber,Cyber Security
6.75,7,5,3,3,AI,AI Engineer
7.55,1,4,10,1,AI,AI Engineer
9.28,2,1,2,1,Data Science,Data Scientist
7.55,10,6,0,0,Web,Web Developer
8.7,3,9,6,0,Cyber,Cyber Security
7.54,10,4,0,1,Web,Web Developer
8.5,4,7,1,0,AI,AI Engineer
9.93,8,3,10,2,AI,AI Engineer
6.74,6,2,4,1,Web,Web Developer
6.22,8,10,9,4,Data Science,Data Scientist
5.52,6,5,7,1,AI,AI Engineer
8.82,2,9,4,4,Web,Web Developer
7.72,6,2,1,1,Data Science,Data Scientist
8.12,4,4,9,2,Cyber,Cyber Security
6.86,10,3,5,5,AI,AI Engineer
5.53,9,7,8,0,Cloud,Cloud Engineer
6.73,9,10,3,1,Cyber,Cyber Security
6.91,1,1,9,4,AI,AI Engineer
9.59,1,8,1,5,Data Science,Data Scientist
7.19,2,5,6,3,Cyber,Cyber Security
6.11,3,10,0,4,Cyber,Cyber Security
9.95,1,9,0,5,Web,Web Developer
6.88,1,8,2,1,Cyber,Cyber Security
7.74,5,6,6,3,Cloud,Cloud Engineer
5.85,10,7,1,2,Data Science,Data Scientist
6.72,4,5,1,5,Data Science,Data Scientist
7.13,10,2,6,3,Cloud,Cloud Engineer
7.34,7,10,4,4,Cyber,Cyber Security
8.7,9,3,7,2,Cloud,Cloud Engineer
9.43,10,9,10,1,Cloud,Cloud Engineer
7.55,3,2,6,1,Cloud,Cloud Engineer
8.28,10,6,4,0,AI,AI Engineer
8.38,4,7,10,1,AI,AI Engineer
7.47,4,3,7,4,Data Science,Data Scientist
9.95,7,7,8,1,Cyber,Cyber Security
6.37,7,5,10,3,Data Science,Data Scientist
8.45,8,3,0,1,AI,AI Engineer
7.48,8,3,0,5,Web,Web Developer
6.74,8,10,2,5,Data Science,Data Scientist
6.37,2,2,7,5,Data Science,Data Scientist
8.64,9,6,6,0,Cloud,Cloud Engineer
5.52,3,4,0,0,Cloud,Cloud Engineer
8.18,1,4,10,0,AI,AI Engineer
8.79,4,10,4,1,Cloud,Cloud Engineer
7.43,8,4,0,1,AI,AI Engineer
6.95,7,2,5,4,AI,AI Engineer
6.17,6,9,7,5,Cyber,Cyber Security
9.81,3,9,10,2,Web,Web Developer
6.01,6,5,1,1,AI,AI Engineer
8.98,5,1,7,3,Data Science,Data Scientist
7.13,10,6,2,3,AI,AI Engineer
8.6,4,4,5,4,Web,Web Developer
8.86,8,2,9,0,AI,AI Engineer
5.71,1,4,8,1,Cyber,Cyber Security
5.71,8,4,9,2,Cloud,Cloud Engineer
6.56,3,6,0,2,AI,AI Engineer
8.33,2,10,1,1,Cyber,Cyber Security
5.96,7,1,3,3,Web,Web Developer
5.86,7,9,8,1,Data Science,Data Scientist
8.34,3,7,1,0,Web,Web Developer
7.37,6,3,0,2,AI,AI Engineer
9.4,3,10,7,0,AI,AI Engineer
8.98,3,4,5,2,Data Science,Data Scientist
9.69,10,6,3,4,Cloud,Cloud Engineer
6.89,4,9,5,1,AI,AI Engineer
7.84,8,5,3,5,Data Science,Data Scientist
9.98,1,6,0,0,AI,AI Engineer
9.24,7,6,2,0,Web,Web Developer
6.61,4,7,5,1,Web,Web Developer
7.03,2,8,7,0,AI,AI Engineer
7.88,5,7,0,3,Cloud,Cloud Engineer
7.15,7,5,8,3,Web,Web Developer
6.22,6,6,7,5,AI,AI Engineer
6.57,7,9,5,1,Data Science,Data Scientist
5.96,6,5,8,1,Data Science,Data Scientist
7.06,8,7,10,4,Web,Web Developer
9.54,2,2,7,5,Data Science,Data Scientist
6.78,3,9,8,2,Web,Web Developer
8.47,8,6,1,1,Web,Web Developer
9.94,2,9,0,2,Web,Web Developer
6.45,9,1,2,0,Data Science,Data Scientist
8.8,1,6,5,0,Data Science,Data Scientist
8.83,7,10,8,1,Cloud,Cloud Engineer
8.52,9,1,5,0,AI,AI Engineer
6.2,5,1,9,2,Cloud,Cloud Engineer
10.0,7,2,9,5,AI,AI Engineer
7.49,8,9,0,0,Cyber,Cyber Security
8.71,2,3,2,3,Web,Web Developer
6.9,1,4,3,4,Cyber,Cyber Security
9.07,7,2,7,2,Cloud,Cloud Engineer
6.91,3,2,0,0,AI,AI Engineer
5.54,2,9,3,4,Web,Web Developer
7.17,1,5,9,4,Data Science,Data Scientist
7.27,6,4,1,4,Web,Web Developer
5.66,3,9,3,5,Web,Web Developer
7.89,4,10,4,2,Cloud,Cloud Engineer
6.66,9,5,8,2,Cloud,Cloud Engineer
9.33,2,5,7,4,Data Science,Data Scientist
8.74,7,5,2,1,Cloud,Cloud Engineer
7.2,1,8,6,4,AI,AI Engineer
8.97,8,8,9,5,Data Science,Data Scientist
6.43,3,2,5,2,Cyber,Cyber Security
9.17,3,7,0,0,Cloud,Cloud Engineer
6.63,7,5,9,0,AI,AI Engineer
7.47,3,9,1,4,Web,Web Developer
6.4,10,1,0,3,AI,AI Engineer
8.44,7,5,2,3,Data Science,Data Scientist
6.33,9,9,8,2,Web,Web Developer
8.9,7,6,4,3,AI,AI Engineer
7.21,2,10,10,3,AI,AI Engineer
7.15,6,3,8,1,Data Science,Data Scientist
6.7,9,10,7,0,Cloud,Cloud Engineer
6.97,7,7,7,1,Web,Web Developer
7.81,9,3,6,2,AI,AI Engineer
8.79,3,6,5,0,Data Science,Data Scientist
6.63,10,1,7,2,Data Science,Data Scientist
5.92,4,10,8,5,AI,AI Engineer
5.56,5,4,7,3,AI,AI Engineer
7.35,8,3,4,5,Web,Web Developer
9.17,7,3,10,3,Cyber,Cyber Security
6.23,2,7,10,4,Data Science,Data Scientist
9.76,4,5,2,1,Web,Web Developer
5.58,10,6,7,1,AI,AI Engineer
9.1,6,2,5,0,Cyber,Cyber Security
7.57,4,3,9,0,Web,Web Developer
8.69,5,1,5,2,Cloud,Cloud Engineer
9.62,4,9,10,5,Web,Web Developer
6.17,7,4,5,0,Data Science,Data Scientist
6.48,10,3,4,2,Cyber,Cyber Security
6.87,4,3,1,2,Cloud,Cloud Engineer
5.87,5,5,1,1,Data Science,Data Scientist
8.78,7,8,8,4,Cyber,Cyber Security
9.48,10,4,0,5,Web,Web Developer
7.44,1,1,1,0,Cloud,Cloud Engineer
8.6,8,8,4,1,Data Science,Data Scientist
7.14,6,1,6,5,Data Science,Data Scientist
8.69,8,2,3,3,Web,Web Developer
6.2,1,6,0,1,AI,AI Engineer
5.59,5,3,7,0,Cyber,Cyber Security
9.77,5,1,9,4,Cyber,Cyber Security
9.38,8,3,10,1,Data Science,Data Scientist
9.04,10,1,4,1,AI,AI Engineer
9.87,6,4,2,2,Data Science,Data Scientist
6.0,9,2,9,2,Cyber,Cyber Security
8.09,7,6,1,5,Cloud,Cloud Engineer
6.9,9,3,3,3,Cyber,Cyber Security
5.8,6,2,6,1,Cloud,Cloud Engineer
7.74,1,3,9,2,Data Science,Data Scientist
6.9,9,4,3,0,AI,AI Engineer
8.28,2,9,5,0,Cloud,Cloud Engineer
9.6,6,6,6,0,Cloud,Cloud Engineer
9.9,8,4,8,0,AI,AI Engineer
8.57,10,10,7,1,AI,AI Engineer
6.77,9,6,0,3,Cyber,Cyber Security
7.67,10,2,6,5,Cyber,Cyber Security
7.34,5,5,10,5,AI,AI Engineer
8.93,3,2,10,4,Cloud,Cloud Engineer
6.17,4,10,7,2,Data Science,Data Scientist
6.28,2,9,3,0,Data Science,Data Scientist
6.19,9,9,7,2,Cloud,Cloud Engineer
7.65,9,10,8,4,Cyber,Cyber Security
7.27,1,2,3,4,Data Science,Data Scientist
6.16,1,10,6,5,AI,AI Engineer
9.99,5,4,9,1,Cyber,Cyber Security
6.37,8,9,4,3,Data Science,Data Scientist
9.76,9,5,8,4,AI,AI Engineer
9.12,6,3,4,1,Cyber,Cyber Security
8.92,8,2,2,0,AI,AI Engineer
6.54,5,3,1,3,Cyber,Cyber Security
8.59,1,9,10,5,Cyber,Cyber Security
8.45,4,7,3,2,Cloud,Cloud Engineer
8.11,5,9,7,4,AI,AI Engineer
8.91,2,6,3,2,Data Science,Data Scientist
6.02,7,6,0,2,Data Science,Data Scientist
8.1,4,3,9,4,Cyber,Cyber Security
5.5,1,7,3,1,Data Science,Data Scientist
8.26,4,9,5,5,AI,AI Engineer
9.13,4,1,0,4,Cloud,Cloud Engineer
6.85,5,5,8,0,Data Science,Data Scientist
8.09,5,4,2,3,AI,AI Engineer
6.62,5,10,4,4,Data Science,Data Scientist
7.5,3,5,2,3,AI,AI Engineer
9.73,2,10,3,4,Cyber,Cyber Security
9.0,2,2,8,4,AI,AI Engineer
7.38,5,10,8,2,Cyber,Cyber Security
7.4,8,6,9,0,Web,Web Developer
8.65,1,6,0,5,Data Science,Data Scientist
8.59,9,4,2,4,Data Science,Data Scientist
8.47,10,7,9,2,Web,Web Developer
7.56,9,6,8,5,Web,Web Developer
6.52,10,8,4,2,Data Science,Data Scientist
5.81,4,6,1,2,Cyber,Cyber Security
9.27,9,1,1,4,Cyber,Cyber Security
9.92,1,6,6,1,AI,AI Engineer
6.68,6,8,9,3,Web,Web Developer
7.97,5,10,6,0,Cyber,Cyber Security
7.0,9,1,4,5,Web,Web Developer
6.03,4,1,8,5,Cloud,Cloud Engineer
7.5,9,2,8,1,Cyber,Cyber Security
6.35,2,6,10,0,AI,AI Engineer
9.32,6,9,9,4,Web,Web Developer
6.78,4,1,5,0,Cyber,Cyber Security
9.08,4,10,0,2,Cyber,Cyber Security
8.63,8,5,3,4,Web,Web Developer
7.5,10,3,1,1,AI,AI Engineer
9.78,7,3,4,3,AI,AI Engineer
6.47,10,6,4,3,AI,AI Engineer
7.04,3,10,8,0,Cyber,Cyber Security
8.8,5,1,7,1,Web,Web Developer
8.45,6,10,7,4,Cloud,Cloud Engineer
7.34,3,8,10,1,Web,Web Developer
5.53,8,1,7,5,Cloud,Cloud Engineer
6.18,3,10,9,5,AI,AI Engineer
9.83,3,10,9,1,Cloud,Cloud Engineer
6.45,9,2,7,3,Cloud,Cloud Engineer
9.53,8,6,6,5,Web,Web Developer
6.63,10,7,6,3,Web,Web Developer
6.96,8,2,10,1,Cloud,Cloud Engineer
9.35,6,6,0,5,Data Science,Data Scientist
6.2,2,7,1,4,AI,AI Engineer
6.52,10,5,0,2,Cloud,Cloud Engineer
6.62,6,1,9,2,Cloud,Cloud Engineer
9.25,6,1,4,2,Web,Web Developer
8.31,10,10,8,3,Data Science,Data Scientist
9.59,9,6,6,3,Web,Web Developer
9.65,1,4,0,0,Cyber,Cyber Security
9.46,7,5,7,0,Cyber,Cyber Security
9.02,8,9,0,0,Web,Web Developer
9.91,5,4,0,3,Cloud,Cloud Engineer
9.57,3,4,3,3,Web,Web Developer
7.66,6,3,6,5,Cyber,Cyber Security
8.02,2,4,10,0,AI,AI Engineer
9.62,7,2,3,4,AI,AI Engineer
6.59,5,9,0,2,Web,Web Developer
6.57,3,5,9,3,Cyber,Cyber Security
9.96,10,5,0,5,Data Science,Data Scientist
6.12,3,5,7,5,Cloud,Cloud Engineer
9.7,8,2,0,0,AI,AI Engineer
8.97,5,8,7,4,Data Science,Data Scientist
9.39,9,5,6,0,Cyber,Cyber Security
7.17,10,5,1,3,Cloud,Cloud Engineer
9.89,2,1,7,2,Cyber,Cyber Security
9.74,7,1,10,5,Web,Web Developer
6.04,2,6,4,4,AI,AI Engineer
9.23,7,2,6,5,AI,AI Engineer
8.48,6,9,7,3,Cloud,Cloud Engineer
9.41,7,10,9,5,AI,AI Engineer
6.94,3,9,4,2,Cyber,Cyber Security
7.27,10,4,2,0,Data Science,Data Scientist
9.54,3,5,6,0,AI,AI Engineer
8.11,9,9,4,0,Cyber,Cyber Security
5.73,5,2,0,3,Data Science,Data Scientist
8.29,1,9,9,1,Web,Web Developer
7.01,6,1,3,4,Cloud,Cloud Engineer
8.8,1,3,7,3,Cloud,Cloud Engineer
8.3,8,6,9,1,Data Science,Data Scientist
8.59,3,10,6,0,Cloud,Cloud Engineer
7.16,3,3,0,2,AI,AI Engineer
7.0,2,1,7,5,AI,AI Engineer
6.32,8,2,10,0,Data Science,Data Scientist
7.37,3,9,10,3,Data Science,Data Scientist
6.99,8,1,7,5,Cyber,Cyber Security
7.7,9,3,1,4,AI,AI Engineer
8.47,9,4,7,1,Data Science,Data Scientist
6.39,1,9,2,5,AI,AI Engineer
9.39,9,7,5,4,Data Science,Data Scientist
9.32,5,8,5,2,Cyber,Cyber Security
7.75,8,10,9,3,Data Science,Data Scientist
7.18,2,2,0,3,Cyber,Cyber Security
8.13,4,6,5,1,AI,AI Engineer
9.65,3,7,5,3,Cyber,Cyber Security
6.77,9,2,8,1,Data Science,Data Scientist
6.71,1,7,10,3,Cloud,Cloud Engineer
6.27,1,3,7,4,Cloud,Cloud Engineer
7.71,1,3,2,3,Cyber,Cyber Security
5.62,3,8,9,2,Web,Web Developer
7.83,9,1,2,4,AI,AI Engineer
9.28,5,8,7,2,Web,Web Developer
8.87,10,6,10,3,Web,Web Developer
6.95,10,4,6,1,AI,AI Engineer
8.24,7,9,9,1,Data Science,Data Scientist
9.8,2,6,3,3,Cyber,Cyber Security
9.23,6,1,6,5,AI,AI Engineer
6.99,10,6,0,3,AI,AI Engineer
9.51,2,1,4,5,Cyber,Cyber Security
7.77,3,8,7,4,Data Science,Data Scientist
7.54,5,4,9,2,Cloud,Cloud Engineer
5.58,7,3,0,3,AI,AI Engineer
6.91,2,2,4,3,Cyber,Cyber Security
8.02,7,7,5,4,Data Science,Data Scientist
6.04,5,7,5,2,Data Science,Data Scientist
9.48,4,6,9,3,Web,Web Developer
7.2,5,2,4,3,Data Science,Data Scientist
9.16,4,7,7,0,Cyber,Cyber Security
7.45,1,10,7,1,Cloud,Cloud Engineer
8.73,6,1,7,0,AI,AI Engineer
8.33,1,2,3,5,AI,AI Engineer
7.51,6,2,1,5,Cloud,Cloud Engineer
5.65,3,4,2,3,Web,Web Developer
8.32,4,7,6,2,Cyber,Cyber Security
6.85,3,5,7,3,Cyber,Cyber Security
7.77,6,1,1,3,AI,AI Engineer
7.81,7,9,4,5,AI,AI Engineer
6.55,7,1,1,5,Data Science,Data Scientist
9.41,2,8,7,3,Cyber,Cyber Security
6.83,4,4,3,3,Web,Web Developer
9.06,8,7,8,0,AI,AI Engineer
9.34,6,4,9,2,Web,Web Developer
6.99,9,7,10,3,Cloud,Cloud Engineer
9.65,8,6,3,4,Cloud,Cloud Engineer
6.78,8,1,9,3,AI,AI Engineer
7.25,8,3,5,4,Web,Web Developer
6.28,3,3,5,4,Cloud,Cloud Engineer
8.48,4,1,6,2,Web,Web Developer
9.75,6,5,3,4,Cyber,Cyber Security
9.95,3,3,3,1,AI,AI Engineer
8.0,5,3,8,0,Cyber,Cyber Security
6.77,7,6,10,4,Cloud,Cloud Engineer
6.53,7,9,5,0,Web,Web Developer
8.03,1,6,10,1,Cyber,Cyber Security
9.69,8,9,3,0,Cyber,Cyber Security
7.4,9,9,0,5,AI,AI Engineer
9.29,5,2,4,2,Cyber,Cyber Security
8.8,8,7,4,1,AI,AI Engineer
8.57,9,8,5,4,Web,Web Developer
8.6,7,2,1,0,AI,AI Engineer
6.07,9,7,9,4,Web,Web Developer
5.66,3,4,8,5,Data Science,Data Scientist
5.92,9,7,10,4,Cloud,Cloud Engineer
8.92,6,8,0,2,Data Science,Data Scientist
6.82,5,1,4,5,Cyber,Cyber Security
5.77,5,10,7,3,Cloud,Cloud Engineer
7.24,7,6,9,3,AI,AI Engineer
9.02,5,5,6,5,Cyber,Cyber Security
7.41,10,6,6,0,Cyber,Cyber Security
7.84,9,4,4,3,AI,AI Engineer
8.9,10,10,2,3,Cyber,Cyber Security
7.3,4,8,2,4,Data Science,Data Scientist
7.54,3,8,7,5,AI,AI Engineer
7.26,2,10,3,4,Cyber,Cyber Security
9.89,7,1,8,4,AI,AI Engineer
6.99,3,5,4,4,Cyber,Cyber Security
5.64,4,4,4,0,AI,AI Engineer
8.49,9,3,1,4,AI,AI Engineer
5.89,7,5,0,1,AI,AI Engineer
6.91,3,4,5,5,AI,AI Engineer
8.04,2,8,7,1,Cloud,Cloud Engineer
8.75,10,3,9,0,Cloud,Cloud Engineer
9.68,3,8,5,0,Cyber,Cyber Security
9.54,10,6,2,1,Cyber,Cyber Security
7.62,8,6,2,1,Cloud,Cloud Engineer
6.16,9,9,3,1,Data Science,Data Scientist
8.04,1,4,8,5,Cloud,Cloud Engineer
7.1,1,10,10,3,Web,Web Developer
6.46,9,5,9,5,Web,Web Developer
8.0,9,1,6,3,Cyber,Cyber Security
8.98,7,9,7,5,Data Science,Data Scientist
9.93,5,3,5,3,AI,AI Engineer
8.36,3,6,10,4,Cloud,Cloud Engineer
8.44,1,1,9,2,Web,Web Developer
6.73,5,10,10,5,Web,Web Developer
5.54,8,4,5,3,Cyber,Cyber Security
6.59,9,8,6,4,Data Science,Data Scientist
8.28,7,9,8,2,AI,AI Engineer
5.98,7,1,0,0,Cloud,Cloud Engineer
9.81,7,9,9,3,Cloud,Cloud Engineer
8.67,7,9,4,2,AI,AI Engineer
6.18,2,10,5,5,Web,Web Developer
6.25,2,8,3,2,Web,Web Developer
6.3,10,3,0,3,Cloud,Cloud Engineer
6.95,8,5,7,4,Web,Web Developer
7.45,5,9,5,1,Cloud,Cloud Engineer
6.78,7,10,8,1,Cyber,Cyber Security
5.86,6,10,10,4,Data Science,Data Scientist
8.75,8,6,10,1,Web,Web Developer
8.69,10,4,8,0,Cyber,Cyber Security
8.51,10,8,1,0,AI,AI Engineer
9.01,8,3,8,1,Cyber,Cyber Security
8.0,10,4,2,2,Cloud,Cloud Engineer
5.86,5,8,10,0,Web,Web Developer
7.16,2,4,1,0,Cyber,Cyber Security
